IndexTotAedesFemale1,IndexTotAedesFemale2,IndexTotAedesFemale3,IndexTotAedesFemale4,IndexTotAedesFemale5,IndexTotAedesFemale6,IndexTotAedesFemale7,IndexTotAedesFemale8,IndexTotAedesFemale9,IndexTotAedesFemale10,IndexTotAedesFemale11,IndexTotAedesFemale12,IndexTotAedesFemale13,IndexTotAedesFemale14,IndexTotAedesFemale15,IndexTotAedesFemale16,IndexTotAedesFemale17,IndexTotAedesFemale18,IndexTotAedesFemale19,IndexTotAedesFemale20,IndexTotAedesFemale21,IndexTotAedesFemale22,IndexTotAedesFemale23,IndexTotAedesFemale24,IndexTotAedesFemale25,IndexTotAedesFemale26,IndexTotAedesFemale27,IndexTotAedesFemale28,IndexTotAedesFemale29,IndexTotAedesFemale30,IndexTotAedesFemale31,IndexTotAedesFemale32,IndexTotAedesFemale33,IndexTotAedesFemale34,IndexTotAedesFemale35,IndexTotAedesFemale36,IndexTotAedesFemale37,IndexTotAedesFemale38,IndexTotAedesFemale39,IndexTotAedesFemale40,IndexTotAedesFemale41,IndexTotAedesFemale42,IndexTotAedesFemale43,IndexTotAedesFemale44,IndexTotAedesFemale45,IndexTotAedesFemale46,IndexTotAedesFemale47,IndexTotAedesFemale48,IndexTotAedesFemale49,IndexTotAedesFemale50,IndexTotAedesFemale51,IndexTotAedesFemale52,IndexTotAedesFemale53,IndexTotAedesFemale54,IndexTotAedesFemale55,IndexTotAedesFemale56,IndexTotAedesFemale57,IndexTotAedesFemale58,IndexTotAedesFemale59,IndexTotAedesFemale60,IndexTotAedesFemale61,IndexTotAedesFemale62,IndexTotAedesFemale63,IndexTotAedesFemale64,IndexTotAedesFemale65
411.486516154401,5,52,4,NaN,69.1417898220664,0,62.216609954834,0.470016002655029,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.01932891302981,0.0135106287176176,0.000817809010510302,0.00213601557664912,0.00169859033353119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896322011947632,1,0,428.680329414684,8.55802249908447,7.42401742935181,0.357258558273315,0.210491865873337,0.0519826523959637,0.0089262817054987,-0.0138391917571425,0.00923852156847715,0.0378883704543114,0.0233325585722923,-0.0301689710468054,-0.0973998457193375,-0.149026304483414,-0.191227033734322,0,0,0,2.98315143799636,2.37224496461275
410.486548921948,5,53,5,NaN,97.322803683193,0,62.4703407287598,0.499166458845139,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.66346432683864,0.0119365015435939,0.000724427867718787,0.002171997873423,0.00177351505262777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897754609584808,1,0,427.61518298236,8.28647136688232,7.50925302505493,0.269302725791931,0.141412705183029,-0.00559786334633827,-0.0336209237575531,-0.0603140071034431,-0.0466829128563404,-0.00894803181290627,0.00284446333535016,-0.0355373919010162,-0.124148100614548,-0.206535011529922,-0.252345442771912,0,0,0,3.02856360627137,2.47293204532382
400.486876597418,5,55,7,NaN,53.4128518530655,0,21.079065322876,0.0858843475580215,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.72037306452726,0.0104221812472111,0.00119898852679345,0.00481403134215404,0.00172292095307699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899462401866913,1,0,416.968630320598,9.67673492431641,10.4079666137695,0.10101830214262,0.0370723307132721,-0.000667778076604009,-0.0424527935683727,-0.0459315292537212,-0.0291915703564882,0.0201668683439493,0.021592628210783,0.0321242660284042,0.0130162565037608,-0.0413064025342464,-0.0592594034969807,0,0,0,6.69978469539195,2.39782390524078
413.986434235533,5,57,9,NaN,121.243896844382,0,39.6803779602051,0.341935187578201,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.77836831280233,0.0138152894988214,0.000903757404557475,0.00659752257067609,0.00216369171677208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89665561914444,1,0,431.343584312512,10.9826135635376,10.1407833099365,0.272087395191193,0.084261417388916,-0.0364810898900032,-0.104794293642044,-0.10198101401329,-0.00852102786302567,0.0544864982366562,0.110483974218369,0.0389949046075344,-0.131109967827797,-0.229880645871162,-0.250320106744766,0,0,0,9.21064740758843,3.02067954878782
406.986663608362,5,59,11,NaN,56.0343415145657,0,50.7932357788086,0.371638596057892,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87178543043398,0.0117166600255079,0.000699401842851965,0.00297947246063915,0.00195162709698909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898129105567932,1,0,423.887872087562,10.4676084518433,10.3095216751099,0.203710556030273,0.102375917136669,0.041053045541048,-0.0140949217602611,-0.0690267086029053,-0.0514737404882908,-0.0163785107433796,-0.0326173789799213,-0.0424558706581593,-0.0842319801449776,-0.127906858921051,-0.173635095357895,0,0,0,4.15274775431045,2.72015101711472
341.988793498919,15,93,19,NaN,196.284038404824,0,12.7088327407837,0.0914566218852997,5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18392066818916,0.0118657291090737,0.00117680440618211,0.00349662136286497,0.00412949594901875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90618371963501,-1,0,358.090268075604,7.7110743522644,10.0784273147583,-0.00187802372965962,-0.0384240970015526,-0.0077387485653162,-0.00243939971551299,-0.00633474113419652,-0.0335156992077827,-0.00740493554621935,-0.0163740515708923,0.0136749669909477,0.0313967801630497,0.0313174389302731,0.0119566824287176,0,0,0,4.83022429910499,5.70447572271961
351.988465823448,16,98,4,NaN,60.9496346298784,0,18.4668521881104,0.166282802820206,5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.928973193070416,0.0129490863903174,0.00102583800864039,0.00314290310550285,0.0038375525098098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906079769134521,-1,0,367.708039856148,7.47987651824951,9.85173416137695,0.0146114062517881,0.00629937648773193,-0.0111928526312113,-0.000197365865460597,0.0241017434746027,0.0430320762097836,0.00511062983423471,-0.00355788599699736,0.00186874519567937,-0.0288241039961576,-0.0288359560072422,0.032673042267561,0,0,0,4.34209684565241,5.30179394289809
434.985746117046,16,118,24,NaN,197.594783235574,0,14.3645887374878,0.176264941692352,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01950221488534,0.0120917941105941,0.00125634046691377,0.00311927006152443,0.00427824314531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906791985034943,-1,0,456.861821226532,8.1009578704834,10.3882141113281,-0.0279733464121819,0.0193657111376524,-0.00663316436111927,0.0103321895003319,-0.00631018355488777,-0.00799540709704161,-0.00231507769785821,-0.0121672824025154,-0.0154543211683631,0.0217200219631195,-0.00913846399635077,-0.0617177933454514,0,0,0,4.30606172910298,5.90599041200467
371.487826856282,18,139,1,NaN,280.827079988203,0,68.7347106933594,0.564438581466675,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5485100640687,0.0114550234181133,0.00036235423604211,0.0122916400649173,0.00279056966348096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907245934009552,1,1,389.809140695812,10.7366638183594,10.2726306915283,0.386871576309204,0.129319161176682,-0.00855507887899876,-0.0242027509957552,-0.0258178394287825,-0.0363720916211605,0.00288211577571929,0.0769366323947906,0.0512537658214569,-0.00709336483851075,-0.0970793142914772,-0.21749846637249,0,0,0,16.9597619085075,3.85037284136089
457.485008847238,22,191,19,NaN,393.223449225022,0,14.1344013214111,0.0827964246273041,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56592519802682,0.0129979342417241,0.000874769020704146,0.00274009790931207,0.00324962329274664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905038774013519,-1,0,479.462266360112,7.19300746917725,9.46425724029541,0.0353624075651169,-0.0197088588029146,-0.0340156815946102,-0.00939658563584089,0.00411564111709595,0.0251752268522978,0.0168841164559126,0.00141586153768003,0.00775128696113825,0.0194038935005665,0.0124464994296432,0.0148663716390729,0,0,0,3.78995316152678,4.49470072958386
